,age,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
519,matured,0.148515689,0.06175088,0.144816514,0.100183486,0.197798165,0.097614679,1.710806923,7.95382404,0.956114676,0.684330868,0.10146789,0.148515689,0.117957267,0.047012733,0.277456647,0.265056818,0,6.4921875,6.4921875,0.049500139,male
520,young,0.169045982,0.062629844,0.144846154,0.123307692,0.238269231,0.114961538,1.984516894,6.847244254,0.900579344,0.416217702,0.123576923,0.169045982,0.120949046,0.046920821,0.277456647,0.500339674,0,3.0703125,3.0703125,0.107737682,male
527,matured,0.158125886,0.073935519,0.145054152,0.103231047,0.225541516,0.122310469,2.085757115,9.068580305,0.948100899,0.631647474,0.101714801,0.158125886,0.12168086,0.047808765,0.277456647,0.647354015,0,5.109375,5.109375,0.120950401,male
528,matured,0.16107259,0.063801991,0.145123404,0.122723404,0.218042553,0.095319149,2.281995651,10.43142891,0.939627881,0.605646452,0.12772766,0.16107259,0.124165675,0.048144433,0.275862069,1.50339227,0,9.84375,9.84375,0.116829746,male
531,matured,0.142436218,0.071961669,0.145142065,0.102259182,0.194234234,0.091975052,1.49750096,5.60706248,0.958835927,0.692919429,0.148440748,0.142436218,0.121607688,0.046966732,0.279069767,0.43459109,0,5.6015625,5.6015625,0.078754068,male
533,young,0.145304932,0.067676062,0.145240642,0.08513369,0.193582888,0.108449198,2.951867237,14.50784823,0.936422269,0.58679082,0.08171123,0.145304932,0.107608746,0.047619048,0.279069767,1.031866776,0,9.0234375,9.0234375,0.130418877,male
537,young,0.164573462,0.069242858,0.145366922,0.115005476,0.230164294,0.115158817,1.420408176,5.189954436,0.948691276,0.612568451,0.132179628,0.164573462,0.121083635,0.046920821,0.277456647,1.123873197,0,12,12,0.036551339,male
538,matured,0.165795467,0.067402154,0.145376344,0.123655914,0.232688172,0.109032258,2.071939436,7.212635509,0.912183383,0.475475772,0.13655914,0.165795467,0.133302285,0.04719764,0.279069767,1.571514423,0,11.34375,11.34375,0.084625835,male
540,matured,0.15473271,0.04698073,0.145420015,0.125376187,0.177121987,0.0517458,2.55129583,12.32874374,0.907085267,0.421622494,0.127421476,0.15473271,0.1157872,0.047012733,0.275862069,0.771386719,0,4.7109375,4.7109375,0.159656264,male
541,young,0.134554923,0.0791029,0.145440415,0.058212435,0.177901554,0.119689119,1.827928916,6.838107299,0.952221632,0.673172588,0.27873057,0.134554923,0.133256739,0.047012733,0.279069767,0.46410473,0,5.4140625,5.4140625,0.095319775,male
542,young,0.154243905,0.060997467,0.145441696,0.104452297,0.204664311,0.100212014,1.783068175,8.27391402,0.94601513,0.547747486,0.089469965,0.154243905,0.111342401,0.047012733,0.279069767,1.126116071,0,6.9609375,6.9609375,0.13108486,male
543,matured,0.152900713,0.061884346,0.145442765,0.100993521,0.195939525,0.094946004,1.67009461,6.27826422,0.947464026,0.638499256,0.095853132,0.152900713,0.110959555,0.046920821,0.279069767,1.1953125,0,8.203125,8.203125,0.137922078,male
544,young,0.167583645,0.06040214,0.145454545,0.130717703,0.224880383,0.094162679,2.964075392,13.33770777,0.88765143,0.39803322,0.133205742,0.167583645,0.122540641,0.047058824,0.275862069,0.753515625,0,6.46875,6.46875,0.04956723,male
545,matured,0.156901573,0.062168855,0.145455963,0.124286828,0.208308652,0.084021824,2.332717369,9.96690037,0.945397846,0.607690398,0.128869836,0.156901573,0.108350217,0.047058824,0.277456647,1.525483631,0,9.140625,9.140625,0.100131492,male
546,matured,0.152399042,0.072069788,0.145466135,0.098613546,0.215968127,0.117354582,1.04799116,4.440910455,0.972683506,0.785258227,0.109322709,0.152399042,0.122708572,0.04719764,0.279069767,1.069972826,0,5.0625,5.0625,0.141452991,male
547,matured,0.15937879,0.056523815,0.14548233,0.124890162,0.17730659,0.052416428,2.265006591,9.545862212,0.914363833,0.467958456,0.130506208,0.15937879,0.123089706,0.046920821,0.277456647,0.559846698,0,3.890625,3.890625,0.128596017,male
548,young,0.160343576,0.057566511,0.145482625,0.12015444,0.197528958,0.077374517,3.134039587,17.26989633,0.922231562,0.498423725,0.125559846,0.160343576,0.117052326,0.047337278,0.274285714,0.581571691,0,5.9296875,5.9296875,0.076671775,male
550,matured,0.163018547,0.053175951,0.145658199,0.125450346,0.210323326,0.084872979,2.004934203,7.120048142,0.917335858,0.452723449,0.119145497,0.163018547,0.117085482,0.047105005,0.279069767,0.405133929,0,2.4375,2.4375,0.096449704,male
555,old,0.153937117,0.061885304,0.14588785,0.113504673,0.188574766,0.075070093,1.957385126,7.483839995,0.944971301,0.610944993,0.152920561,0.153937117,0.123071709,0.04719764,0.272727273,0.840369591,0,8.71875,8.71875,0.071333555,male
557,matured,0.155133548,0.065379586,0.145997046,0.100502216,0.207208272,0.106706056,2.441130224,12.13738117,0.930354387,0.560904349,0.100502216,0.155133548,0.107381774,0.047952048,0.275862069,0.540527344,0,9.4453125,9.4453125,0.073578595,male
558,matured,0.155111044,0.07974704,0.146024915,0.09988675,0.238142695,0.138255946,1.478361937,5.735389738,0.965108324,0.735338103,0.134292186,0.155111044,0.128737452,0.047384008,0.279069767,0.812026515,0,9.8203125,9.8203125,0.07716786,female
559,young,0.164895977,0.051802004,0.146086957,0.127647059,0.209641944,0.081994885,2.762816973,13.12855584,0.911528738,0.414013049,0.128005115,0.164895977,0.136287476,0.047012733,0.275862069,0.733136433,0,5.015625,5.015625,0.100047927,male
560,young,0.136377459,0.081578758,0.146104851,0.057481627,0.183419892,0.125938266,1.70219763,6.742300905,0.959431882,0.70522726,0.144047036,0.136377459,0.122638314,0.047058824,0.277456647,0.452752976,0,5.625,5.625,0.083630952,male
561,young,0.168207597,0.06617734,0.146144201,0.121567398,0.239477534,0.117910136,2.123705195,8.594156245,0.931992986,0.546464888,0.120543365,0.168207597,0.122052112,0.047012733,0.277456647,0.74453125,0,5.4609375,5.4609375,0.11048549,male
562,old,0.164861648,0.065185145,0.146170304,0.114540009,0.22440736,0.109867351,1.476826252,5.60676501,0.951242577,0.611005032,0.131673085,0.164861648,0.117467788,0.047337278,0.279069767,0.924023438,0,7.21875,7.21875,0.107792208,male
563,matured,0.155752663,0.061904193,0.146196929,0.121156278,0.210695574,0.089539295,2.10195463,8.627771945,0.942550765,0.631386076,0.130767841,0.155752663,0.127192415,0.047105005,0.274285714,1.868566176,0,11.203125,11.203125,0.115743894,male
564,matured,0.155236577,0.063607351,0.146210393,0.107883397,0.210621039,0.102737643,1.538890908,6.368468549,0.95790674,0.683137668,0.116932826,0.155236577,0.1208452,0.047524752,0.279069767,0.830078125,0,8.859375,8.859375,0.074472711,male
565,young,0.160274236,0.05489303,0.146278027,0.116143498,0.213452915,0.097309417,2.128628927,9.007759311,0.915186805,0.439368336,0.114573991,0.160274236,0.121401985,0.04729064,0.279069767,0.735491071,0.09375,6.0703125,5.9765625,0.10495356,male
566,young,0.15254148,0.068388346,0.146316894,0.103126967,0.209779643,0.106652676,3.417801201,17.34332975,0.913018696,0.55037764,0.104008395,0.15254148,0.120655705,0.046966732,0.279069767,0.471946023,0,5.2734375,5.2734375,0.017127371,male
567,young,0.169216804,0.065887961,0.146329787,0.115797872,0.230478723,0.114680851,2.523978097,11.41824375,0.919527845,0.492800118,0.112819149,0.169216804,0.122383325,0.047384008,0.277456647,0.673713235,0,6.8203125,6.8203125,0.108320538,male
568,young,0.149246418,0.064616573,0.14635461,0.092539007,0.196794326,0.104255319,1.693806895,6.598022727,0.949511405,0.613737001,0.085390071,0.149246418,0.110933974,0.047808765,0.279069767,0.391483516,0,4.4765625,4.4765625,0.076893963,male
569,young,0.159598042,0.060567843,0.146395939,0.130287648,0.185245347,0.054957699,3.194063004,16.41777993,0.920908132,0.537298771,0.142289904,0.159598042,0.132352488,0.047571853,0.279069767,1.573660714,0,11.2265625,11.2265625,0.093437415,male
574,young,0.169785602,0.059890174,0.146498329,0.132253992,0.227181582,0.09492759,3.180729151,16.2483504,0.888748312,0.359877274,0.136620869,0.169785602,0.115528507,0.047244094,0.277456647,0.284707992,0,4.3125,4.3125,0.03186079,male
575,young,0.154059403,0.077186388,0.146599799,0.101243731,0.222567703,0.121323972,1.728475117,6.476589867,0.964480162,0.742846941,0.219197593,0.154059403,0.12863763,0.047058824,0.279069767,0.781608372,0,6.1171875,6.1171875,0.110521662,male
577,matured,0.147092039,0.064514953,0.146625291,0.089930178,0.190069822,0.100139643,1.622346846,5.870451523,0.953485752,0.670080662,0.178557021,0.147092039,0.121126237,0.047105005,0.277456647,0.797697368,0,5.0859375,5.0859375,0.171811147,male
578,matured,0.160013742,0.064747407,0.146723404,0.124595745,0.214638298,0.090042553,3.039455763,17.00030011,0.945167122,0.632791226,0.130042553,0.160013742,0.116698162,0.047337278,0.279069767,1.628094059,0,10.125,10.125,0.109929591,male
579,matured,0.151307455,0.061350141,0.146729614,0.10911588,0.197802575,0.088686695,1.7454517,6.652621872,0.953508081,0.653601413,0.155261803,0.151307455,0.125033917,0.047105005,0.279069767,0.959134615,0,8.8125,8.8125,0.104034886,male
580,old,0.153035487,0.062490442,0.146763285,0.117906602,0.179452496,0.061545894,3.246294691,17.074684,0.93652865,0.624035152,0.147890499,0.153035487,0.125589264,0.047952048,0.275862069,0.815561655,0,10.359375,10.359375,0.061023127,male
581,young,0.169390081,0.066453334,0.146848921,0.118848921,0.228834532,0.109985612,2.122928586,9.108371811,0.927770092,0.528659889,0.115625899,0.169390081,0.124653014,0.047012733,0.279069767,0.630073052,0,7.0546875,7.0546875,0.062622309,male
583,young,0.170290011,0.065925251,0.146857143,0.13,0.231428571,0.101428571,2.420241323,9.886139367,0.922961584,0.546743412,0.138,0.170290011,0.123591236,0.04743083,0.274285714,0.267728365,0,1.875,1.875,0.125,male
584,young,0.166462421,0.070159085,0.146858263,0.117962116,0.23793599,0.119973873,2.201377309,8.964039528,0.932996798,0.562554423,0.11649902,0.166462421,0.128089993,0.047384008,0.279069767,0.636195232,0,5.4140625,5.4140625,0.132934481,male
585,young,0.152854566,0.075675355,0.146872146,0.105799087,0.219429224,0.113630137,1.412337831,4.765480795,0.954410486,0.670798247,0.109155251,0.152854566,0.128074924,0.047619048,0.277456647,0.46509461,0,4.828125,4.828125,0.095759297,male
588,old,0.158908014,0.06939027,0.147047224,0.111302543,0.225075246,0.113772704,1.486608266,5.678059805,0.9580537,0.67058392,0.140508563,0.158908014,0.131111467,0.047337278,0.277456647,0.572512136,0,4.96875,4.96875,0.099979491,male
589,old,0.16650324,0.066938003,0.147073171,0.11804878,0.23804878,0.12,2.056789718,7.681187577,0.935061956,0.595465155,0.13,0.16650324,0.13931397,0.048289738,0.279069767,1.899816176,0,10.8046875,10.8046875,0.081796819,male
590,matured,0.159189206,0.064115194,0.147074468,0.119893617,0.219494681,0.099601064,1.986957646,9.358921562,0.944350641,0.61517639,0.128457447,0.159189206,0.122563756,0.047105005,0.277456647,1.555628765,0,8.34375,8.34375,0.12790019,male
592,young,0.159586017,0.068522112,0.147131783,0.118294574,0.225891473,0.107596899,1.781873252,6.44785536,0.942015235,0.598713304,0.140465116,0.159586017,0.122042954,0.047012733,0.279069767,0.469196429,0,5.015625,5.015625,0.1110897,male
593,matured,0.16906877,0.058762035,0.147143695,0.127108504,0.233524927,0.106416422,2.876172763,13.59470665,0.888847788,0.352970551,0.122674487,0.16906877,0.114617557,0.046966732,0.279069767,0.280592874,0,3.3515625,3.3515625,0.052649274,male
596,young,0.164924604,0.066289676,0.147234043,0.122836879,0.232056738,0.109219858,2.429643446,11.72314555,0.933587268,0.53037796,0.123120567,0.164924604,0.126154149,0.047058824,0.279069767,0.499813988,0,8.484375,8.484375,0.0406506,male
599,matured,0.151999614,0.075560444,0.147275032,0.094220532,0.217008872,0.12278834,1.102497823,4.579949995,0.965278286,0.71498353,0.083574144,0.151999614,0.124159453,0.047012733,0.279069767,0.910829741,0,6.3515625,6.3515625,0.088033737,male
601,matured,0.164203663,0.060347647,0.147404255,0.125276596,0.20987234,0.084595745,1.923203479,7.832383283,0.935653211,0.524846356,0.126978723,0.164203663,0.112881363,0.047058824,0.279069767,0.827586207,0,11.203125,11.203125,0.067302786,male
603,matured,0.165129376,0.068454074,0.147453237,0.119251799,0.228230216,0.108978417,1.809948049,7.100278973,0.93414183,0.545700871,0.131539568,0.165129376,0.110188965,0.04743083,0.279069767,0.30078125,0,5.109375,5.109375,0.055619266,male
604,matured,0.158032576,0.071524689,0.147472141,0.106416422,0.22285044,0.116434018,1.891858724,7.074026591,0.941890819,0.609745083,0.101818182,0.158032576,0.117224785,0.048241206,0.275862069,0.545859375,0,4.3125,4.3125,0.092162471,male
605,old,0.161982391,0.063012165,0.147504964,0.109887492,0.217365983,0.107478491,1.587494183,5.755461283,0.941784031,0.569423917,0.120450033,0.161982391,0.108612243,0.047244094,0.274285714,0.739583333,0,7.3125,7.3125,0.100815851,male
606,matured,0.155388209,0.072625695,0.147509579,0.104597701,0.221800766,0.117203065,1.662067506,6.383107943,0.956280223,0.670413813,0.114923372,0.155388209,0.118810308,0.046920821,0.277456647,0.775568182,0,4.8046875,4.8046875,0.126401369,male
608,young,0.159355676,0.059362508,0.147576471,0.108266667,0.212580392,0.104313725,2.691200609,11.09187848,0.897704464,0.428356308,0.112878431,0.159355676,0.123034186,0.048144433,0.279069767,1.028935185,0,11.2734375,11.2734375,0.065853796,male
610,matured,0.171410929,0.061900118,0.147624565,0.123453071,0.234577057,0.111123986,2.50996183,12.76460402,0.915308439,0.428766321,0.126210892,0.171410929,0.113304563,0.047105005,0.275862069,0.448803191,0,7.921875,7.921875,0.030762507,male
611,young,0.169462637,0.063639672,0.147649007,0.12794702,0.23781457,0.10986755,2.114177733,7.708225591,0.918766904,0.498959166,0.124470199,0.169462637,0.125231635,0.046966732,0.279069767,1.044433594,0,9.515625,9.515625,0.100400768,male
614,young,0.155154741,0.072533187,0.147697211,0.104860558,0.220430279,0.115569721,1.774611974,6.703542501,0.952565857,0.683265414,0.109992032,0.155154741,0.124427663,0.047619048,0.279069767,0.618303571,0,6.9609375,6.9609375,0.077354744,male
617,young,0.155584423,0.059855734,0.147724138,0.126096552,0.185765517,0.059668966,2.458946885,10.92440081,0.935560422,0.568901346,0.143668966,0.155584423,0.123076241,0.046920821,0.275862069,0.364955357,0,2.203125,2.203125,0.127659574,male
618,young,0.174443193,0.069716465,0.147744681,0.121531915,0.247432624,0.125900709,2.523092172,10.86485136,0.915423417,0.500417512,0.125503546,0.174443193,0.124735294,0.047384008,0.275862069,1.118561126,0,6.75,6.75,0.093588501,male
622,matured,0.171559297,0.058008327,0.14788829,0.1344439,0.232121509,0.097677609,2.740561797,11.56785728,0.893825867,0.365708588,0.137462028,0.171559297,0.122641535,0.04743083,0.277456647,0.521972656,0,10.9921875,10.9921875,0.010537016,male
623,young,0.162646956,0.063054382,0.147906047,0.12061969,0.225427286,0.104807596,1.998416708,7.386605775,0.936869829,0.567867526,0.150984508,0.162646956,0.130954285,0.04729064,0.279069767,0.53125,0,5.25,5.25,0.101218291,male
624,matured,0.156450458,0.064656051,0.147942584,0.102200957,0.206124402,0.103923445,2.205062368,10.62074829,0.950535226,0.650001272,0.099330144,0.156450458,0.123847378,0.047012733,0.277456647,1.081321023,0,7.9921875,7.9921875,0.129552549,male
629,matured,0.164862292,0.063618777,0.148038278,0.1334689,0.205311005,0.071842105,2.988851999,13.53197703,0.903376146,0.463140015,0.138995215,0.164862292,0.12346421,0.048144433,0.277456647,0.7265625,0,5.53125,5.53125,0.12835987,male
630,matured,0.157280721,0.065227678,0.148060887,0.106551952,0.21180675,0.105254798,1.778244325,6.920654749,0.948038859,0.639202148,0.100622105,0.157280721,0.13136454,0.047058824,0.277456647,1.353658537,0,9.609375,9.609375,0.135462131,male
631,young,0.142115507,0.077137569,0.148085106,0.096170213,0.210553191,0.114382979,2.045851168,9.258348185,0.951686456,0.652832406,0.16306383,0.142115507,0.122933468,0.047761194,0.275862069,0.604733911,0,5.578125,5.578125,0.094537815,male
633,young,0.165289298,0.068540864,0.148110345,0.116055172,0.233268966,0.117213793,2.010536655,7.559281246,0.938171103,0.577034721,0.125324138,0.165289298,0.104138668,0.046966732,0.275862069,0.171679688,0,2.3203125,2.3203125,0.053475936,male
635,matured,0.151335675,0.082566832,0.148133971,0.085358852,0.229856459,0.144497608,1.549912802,6.057441521,0.966341322,0.756092697,0.277511962,0.151335675,0.115487755,0.047244094,0.279069767,0.472066627,0,13.265625,13.265625,0.026656146,male
636,matured,0.170613419,0.063449858,0.148143322,0.11752443,0.230749186,0.113224756,2.493977274,10.495706,0.914433534,0.45322804,0.125863192,0.170613419,0.115862362,0.047012733,0.279069767,0.420043945,0,4.7109375,4.7109375,0.069243944,male
638,matured,0.160862829,0.067886582,0.14817757,0.117920561,0.207546729,0.089626168,2.241666604,10.33411883,0.95175326,0.652874889,0.141308411,0.160862829,0.132427046,0.048144433,0.279069767,0.804523026,0,5.8359375,5.8359375,0.129391128,male
639,matured,0.165225403,0.066531439,0.14818107,0.112230453,0.227687243,0.11545679,1.936676895,8.31027121,0.936669206,0.53047925,0.114074074,0.165225403,0.105421366,0.046966732,0.274285714,0.454799107,0.046875,4.3125,4.265625,0.102873031,male
641,young,0.164795624,0.080747716,0.148217054,0.105271318,0.247286822,0.142015504,2.080830166,8.56041076,0.951752177,0.664811495,0.125426357,0.164795624,0.11613046,0.046920821,0.279069767,0.372677365,0,3.7265625,3.7265625,0.062715082,male
643,young,0.167748225,0.059541129,0.148246708,0.12030492,0.228385308,0.108080388,3.063117301,15.59776403,0.914666754,0.475377505,0.123409563,0.167748225,0.119259115,0.04719764,0.275862069,0.421875,0.1171875,5.296875,5.1796875,0.038680485,male
644,young,0.152680566,0.055411682,0.148255742,0.109323402,0.198659218,0.089335816,1.869212384,7.901581843,0.932628455,0.499411943,0.112799503,0.152680566,0.111534172,0.04729064,0.275862069,0.547238372,0,7.125,7.125,0.092699746,male
646,young,0.1649109,0.048840763,0.148262548,0.133127413,0.205405405,0.072277992,3.060876029,14.19558453,0.899342966,0.388122555,0.137297297,0.1649109,0.121704281,0.047012733,0.279069767,0.752772177,0,5.484375,5.484375,0.088650368,male
647,old,0.156694973,0.06100747,0.148267009,0.125982028,0.185468549,0.059486521,2.56876377,11.77544364,0.941390894,0.620153841,0.145391528,0.156694973,0.133703137,0.04743083,0.279069767,0.798718399,0,8.9296875,8.9296875,0.044043275,male
649,matured,0.167558341,0.063314348,0.148284855,0.117532598,0.227482447,0.10994985,1.75619896,7.487769253,0.939462534,0.515699276,0.120481444,0.167558341,0.122004118,0.047058824,0.277456647,1.120630297,0,9.609375,9.609375,0.091724739,male
651,young,0.147560664,0.062173568,0.148289474,0.094868421,0.196491228,0.101622807,1.630848831,5.93096568,0.943956056,0.598624779,0.082280702,0.147560664,0.109062174,0.046966732,0.275862069,0.460018382,0,6.1640625,6.1640625,0.094624957,male
653,old,0.167365599,0.064397072,0.148344371,0.118443709,0.230397351,0.111953642,1.625570771,6.247229351,0.937545792,0.567768544,0.125860927,0.167365599,0.116666622,0.048144433,0.274285714,1.186677632,0,10.5703125,10.5703125,0.081999597,male
654,young,0.160018962,0.06337927,0.148390411,0.12010274,0.205445205,0.085342466,1.808462952,6.322820529,0.940480266,0.602456289,0.116986301,0.160018962,0.118805178,0.046966732,0.277456647,0.563733553,0,4.359375,4.359375,0.103976466,male
655,matured,0.152823114,0.06385807,0.148390411,0.092773973,0.206883562,0.114109589,1.616884968,7.018858234,0.944386236,0.551157533,0.072157534,0.152823114,0.093659824,0.046966732,0.275862069,0.347257653,0.0234375,4.40625,4.3828125,0.09580157,male
656,young,0.158268951,0.07419891,0.148421053,0.093333333,0.225263158,0.131929825,1.66883894,7.454565729,0.954854693,0.678564115,0.278596491,0.158268951,0.101032776,0.047666336,0.275862069,0.725127551,0,4.5703125,4.5703125,0.160149573,male
657,young,0.17111275,0.066691359,0.148429153,0.124599366,0.236016297,0.111416931,2.118375994,8.641421974,0.928469943,0.506667495,0.142091444,0.17111275,0.122438259,0.046920821,0.275862069,0.571707589,0,5.015625,5.015625,0.068980863,male
660,young,0.171178519,0.060223201,0.148561585,0.124685616,0.23875969,0.114074074,2.826808524,13.56069405,0.882269586,0.340548621,0.124926787,0.171178519,0.111706072,0.046920821,0.275862069,0.739955357,0.1171875,5.6484375,5.53125,0.092372881,male
661,young,0.158398409,0.066593645,0.148566538,0.11118528,0.216859221,0.105673941,1.640874557,6.307325991,0.953616717,0.644880413,0.103157895,0.158398409,0.125280885,0.047337278,0.279069767,0.6039375,0,5.578125,5.578125,0.066795949,male
662,matured,0.149261498,0.07205858,0.148592814,0.088652695,0.198053892,0.109401198,1.413989391,5.673510456,0.960418252,0.701304168,0.176886228,0.149261498,0.115193126,0.047058824,0.271186441,0.599385246,0,7.078125,7.078125,0.08217941,male
663,young,0.166476337,0.056889117,0.148592814,0.126586826,0.221736527,0.095149701,2.985425808,13.41087745,0.894123833,0.390221388,0.150898204,0.166476337,0.125145119,0.047058824,0.272727273,0.462823276,0,8.109375,8.109375,0.055519874,male
666,young,0.162504226,0.061676226,0.148617306,0.110401427,0.213809099,0.103407672,2.177751847,9.189814822,0.919390699,0.478776929,0.106404996,0.162504226,0.127102035,0.048387097,0.277456647,0.894822761,0,9.5625,9.5625,0.074895532,male
667,matured,0.160186099,0.053537472,0.148654545,0.114715152,0.2128,0.098084848,3.304483185,15.30311383,0.8910923,0.427165256,0.146618182,0.160186099,0.127230785,0.047856431,0.279069767,0.588224085,0.09375,5.2734375,5.1796875,0.100500119,male
668,young,0.165463611,0.063866121,0.148708134,0.129114833,0.224401914,0.095287081,2.55044835,11.12521662,0.912506457,0.472111122,0.126602871,0.165463611,0.138446366,0.04743083,0.279069767,1.376530284,0,10.1953125,10.1953125,0.148667712,male
669,matured,0.159273584,0.053179335,0.148731183,0.124645161,0.181397849,0.056752688,2.220618232,9.340704744,0.918984747,0.46051951,0.129462366,0.159273584,0.126616883,0.047105005,0.279069767,0.705953664,0,4.125,4.125,0.158271908,male
670,matured,0.157090381,0.070577271,0.14875,0.095349265,0.224926471,0.129577206,3.035737477,16.66740311,0.931753103,0.559811089,0.096507353,0.157090381,0.125332058,0.046920821,0.279069767,1.628818139,0,11.859375,11.859375,0.125046319,male
671,matured,0.166725496,0.061368586,0.148773842,0.116730245,0.227611262,0.110881017,3.100454101,17.29637673,0.921378789,0.513846974,0.114695731,0.166725496,0.121681344,0.04743083,0.271186441,0.810369318,0.0703125,5.0859375,5.015625,0.138258419,male
672,matured,0.154146729,0.064211233,0.148786074,0.101328447,0.208685295,0.107356848,2.369001455,9.486070591,0.931017923,0.560347332,0.100943656,0.154146729,0.108361913,0.047058824,0.279069767,0.59375,0,7.0546875,7.0546875,0.085038667,male
675,young,0.161920841,0.057222864,0.148807947,0.124470199,0.200960265,0.076490066,1.577549697,5.491074589,0.937277516,0.546049911,0.144172185,0.161920841,0.129920557,0.04719764,0.279069767,0.960286458,0,5.34375,5.34375,0.103070175,male
676,matured,0.155912402,0.074242704,0.148844765,0.101209386,0.221371841,0.120162455,1.18602752,4.879507823,0.966562729,0.724125109,0.113971119,0.155912402,0.124401285,0.047058824,0.279069767,0.830357143,0,4.9921875,4.9921875,0.146220836,male
677,matured,0.159938183,0.063768197,0.148878822,0.126206116,0.194858437,0.068652322,2.553168489,12.7317354,0.934608514,0.568977001,0.130804077,0.159938183,0.126719727,0.047761194,0.279069767,0.304401677,0,2.5078125,2.5078125,0.065292536,male
679,young,0.165777645,0.061537943,0.148895613,0.119667171,0.225143722,0.105476551,1.99580656,7.906415782,0.924579463,0.493962302,0.114795764,0.165777645,0.124276766,0.04719764,0.271186441,0.618368459,0,6,6,0.079207455,male
682,matured,0.163456443,0.05877162,0.149004739,0.114691943,0.215734597,0.101042654,1.762173862,6.68883041,0.926183164,0.434486869,0.107488152,0.163456443,0.112387152,0.046920821,0.275862069,0.386463995,0,4.1015625,4.1015625,0.083636364,male
683,young,0.155183158,0.064437261,0.149043062,0.115717703,0.21854067,0.102822967,2.088002175,7.570236624,0.928960669,0.549748884,0.113708134,0.155183158,0.136601758,0.047012733,0.279069767,0.468375,0,7.9921875,7.9921875,0.045121861,male
684,young,0.164088228,0.055790236,0.149068323,0.127453416,0.198509317,0.071055901,2.026260864,7.658892318,0.923067739,0.475195195,0.131428571,0.164088228,0.124006312,0.046920821,0.279069767,1.0946875,0,7.9921875,7.9921875,0.053848442,male
686,matured,0.1610018,0.054361821,0.149156977,0.116802326,0.195959302,0.079156977,1.922673052,6.724082429,0.91815413,0.450850813,0.121482558,0.1610018,0.119542929,0.047713718,0.279069767,0.659375,0,5.8359375,5.8359375,0.083231477,male
688,matured,0.157180906,0.06255507,0.14919519,0.125753932,0.202164662,0.076410731,2.069235366,7.896362854,0.947561061,0.631730687,0.133265495,0.157180906,0.117155523,0.047571853,0.279069767,1.526612903,0,8.53125,8.53125,0.15275453,male
689,young,0.163086711,0.063214053,0.149222552,0.110836795,0.220510386,0.109673591,2.138061995,10.02034076,0.944582188,0.586687246,0.112830861,0.163086711,0.118701036,0.047012733,0.274285714,0.635482595,0,12.8671875,12.8671875,0.053807906,male
691,young,0.176660776,0.059207429,0.149275362,0.131594203,0.23826087,0.106666667,2.775770128,13.23702628,0.900864418,0.399317446,0.130434783,0.176660776,0.132354459,0.047904192,0.272727273,0.978635204,0,7.6171875,7.6171875,0.060337711,male
692,young,0.142990211,0.075203554,0.149323227,0.08989713,0.186464537,0.096567407,1.533359016,5.859155497,0.96867727,0.763713632,0.173275582,0.142990211,0.132260014,0.046920821,0.277456647,0.28685462,0,2.578125,2.578125,0.068881119,male
693,matured,0.168481492,0.065263982,0.149350181,0.126227437,0.229584838,0.103357401,3.045402662,17.08766474,0.939697486,0.581917632,0.127870036,0.168481492,0.108567028,0.046920821,0.279069767,1.552019817,0,8.4609375,8.4609375,0.121689265,male
695,matured,0.176178591,0.067944809,0.149423077,0.124519231,0.243653846,0.119134615,2.635343549,12.02014753,0.918717862,0.499247384,0.132371795,0.176178591,0.128487599,0.04729064,0.279069767,1.916710805,0,12.1171875,12.1171875,0.146323255,male
696,matured,0.164828606,0.059787089,0.149444145,0.114840799,0.221672963,0.106832164,1.938642446,8.361485917,0.932417715,0.478366191,0.119525094,0.164828606,0.115492441,0.046966732,0.275862069,0.584784836,0,6.984375,6.984375,0.099832215,male
698,young,0.166264503,0.059416018,0.149508197,0.119868852,0.225442623,0.10557377,1.665842045,6.252097424,0.930926069,0.47640291,0.119868852,0.166264503,0.122482529,0.047012733,0.279069767,1.205425942,0.09375,12.421875,12.328125,0.081775454,male
699,young,0.157213645,0.052327819,0.149543349,0.117485109,0.19790867,0.080423561,1.291661359,4.523851907,0.932273704,0.452605932,0.138980807,0.157213645,0.107976222,0.047384008,0.279069767,0.246679688,0,0.703125,0.703125,0.177056277,male
700,matured,0.161477913,0.061876002,0.149646182,0.12461825,0.210651769,0.08603352,2.086849964,8.757973591,0.944491472,0.636016583,0.127225326,0.161477913,0.11992378,0.046920821,0.279069767,1.5375,0,8.953125,8.953125,0.155335152,male
702,young,0.165097275,0.064885055,0.149655172,0.113022312,0.221501014,0.108478702,2.06323559,8.186854297,0.931087886,0.559175967,0.112170385,0.165097275,0.118066584,0.047244094,0.279069767,0.54997306,0,5.390625,5.390625,0.062374582,male
704,young,0.172294463,0.058992896,0.149767442,0.133659731,0.229277846,0.095618115,2.824281752,14.93010698,0.915310519,0.419133341,0.144169727,0.172294463,0.119619226,0.04719764,0.272727273,0.429017857,0,3.984375,3.984375,0.075980392,male
